ProjectId,ProjectTitleSv,ProjectTitleEn,FundingsSek,ProjectStartDate,ProjectEndDate,CoordinatingOrganisationNameEn,FundingOrganisationNameEn,label,long_label,short_label,CoordinatingOrganisationCountry,TotalFundingsSek,Role,ProjectStartYear,ProjectEndYear
P2020-024354_Energi,Är digitalisering gynnsam för alla? Målkonflikter i elmarknaden för hushållskunder,Digitalization for the win-win? Conflicts of interests in the household electricity market,3887967,2021-09-01,2026-06-30,Linköping University,Statens energimyndighet,"Digitalization for the win-win? Conflicts of interests in the household electricity market
P2020-024354_Energi","Digitalization for the win-win? Conflicts of interests in the household electricity market
P2020-024354_Energi
Funding:      3 887 967.00  SEK
2021-09-01  -  2026-06-30","Digitalization for the win-win? Conflicts of interests in the household electricity market
P2020-024354_Energi
[      3 887 967.00  SEK]",SE,,coordinating,2021,2026
P2020-013675_Energi,Mot nollutsläpp i produktionsindustrin,Towards zero-carbon emission for production industries,5480000,2021-05-11,2026-12-31,Luleå University of Technology,Statens energimyndighet,"Towards zero-carbon emission for production industries
P2020-013675_Energi","Towards zero-carbon emission for production industries
P2020-013675_Energi
Funding:      5 480 000.00  SEK
2021-05-11  -  2026-12-31","Towards zero-carbon emission for production industries
P2020-013675_Energi
[      5 480 000.00  SEK]",SE,,coordinating,2021,2026
P2020-005001_Energi,Omställning av elsystemet genom intermediärer? Konsulters påverkan på smarta elnät,Electricity transition through intermediaries? Consultants in the smart grid development,4723571,2021-04-01,2026-12-31,Lund University,Statens energimyndighet,"Electricity transition through intermediaries? Consultants in the smart grid development
P2020-005001_Energi","Electricity transition through intermediaries? Consultants in the smart grid development
P2020-005001_Energi
Funding:      4 723 571.00  SEK
2021-04-01  -  2026-12-31","Electricity transition through intermediaries? Consultants in the smart grid development
P2020-005001_Energi
[      4 723 571.00  SEK]",SE,,coordinating,2021,2026
P52287-1_Energi,Northvolt EuBatIn IPCEI,Northvolt EuBatIn IPCEI,238000000,2021-02-01,2026-12-31,NorthVolt AB,Statens energimyndighet,"Northvolt EuBatIn IPCEI
P52287-1_Energi","Northvolt EuBatIn IPCEI
P52287-1_Energi
Funding:    238 000 000.00  SEK
2021-02-01  -  2026-12-31","Northvolt EuBatIn IPCEI
P52287-1_Energi
[    238 000 000.00  SEK]",SE,,coordinating,2021,2026
P2021-011459_Energi,Northvolt EuBatIn IPCEI,Northvolt EuBatIn IPCEI,238000000,2021-02-01,2026-12-31,NorthVolt AB,Statens energimyndighet,"Northvolt EuBatIn IPCEI
P2021-011459_Energi","Northvolt EuBatIn IPCEI
P2021-011459_Energi
Funding:    238 000 000.00  SEK
2021-02-01  -  2026-12-31","Northvolt EuBatIn IPCEI
P2021-011459_Energi
[    238 000 000.00  SEK]",SE,,coordinating,2021,2026
P52748-1_Energi,Energieffektivisering av glassmältning med ultraljudsluttring,Increasing the energy efficiency of glass melting with ultrasonic fining,3158986,2021-12-01,2026-12-22,RISE affiliated,Statens energimyndighet,"Increasing the energy efficiency of glass melting with ultrasonic fining
P52748-1_Energi","Increasing the energy efficiency of glass melting with ultrasonic fining
P52748-1_Energi
Funding:      3 158 986.00  SEK
2021-12-01  -  2026-12-22","Increasing the energy efficiency of glass melting with ultrasonic fining
P52748-1_Energi
[      3 158 986.00  SEK]",SE,,coordinating,2021,2026
P2021-037456_Energi,Energieffektivisering av glassmältning med ultraljudsluttring,Increasing the energy efficiency of glass melting with ultrasonic fining,3158986,2021-12-01,2026-12-22,RISE affiliated,Statens energimyndighet,"Increasing the energy efficiency of glass melting with ultrasonic fining
P2021-037456_Energi","Increasing the energy efficiency of glass melting with ultrasonic fining
P2021-037456_Energi
Funding:      3 158 986.00  SEK
2021-12-01  -  2026-12-22","Increasing the energy efficiency of glass melting with ultrasonic fining
P2021-037456_Energi
[      3 158 986.00  SEK]",SE,,coordinating,2021,2026
P2020-005250_Energi,Organisering av hållbara energisystem i stadsutveckling,Organizing sustainable energy systems in urban development,5976056,2021-01-01,2026-12-31,University of Gothenburg,Statens energimyndighet,"Organizing sustainable energy systems in urban development
P2020-005250_Energi","Organizing sustainable energy systems in urban development
P2020-005250_Energi
Funding:      5 976 056.00  SEK
2021-01-01  -  2026-12-31","Organizing sustainable energy systems in urban development
P2020-005250_Energi
[      5 976 056.00  SEK]",SE,,coordinating,2021,2026
P51999-1_Energi,Undersökningar av atomära processer hos batteriers gränsskikt med nya metoder,Investigation of atomic precesses at interphases in batteries using new methodology,6135254,2021-07-15,2026-06-30,Uppsala University,Statens energimyndighet,"Investigation of atomic precesses at interphases in batteries using new methodology
P51999-1_Energi","Investigation of atomic precesses at interphases in batteries using new methodology
P51999-1_Energi
Funding:      6 135 254.00  SEK
2021-07-15  -  2026-06-30","Investigation of atomic precesses at interphases in batteries using new methodology
P51999-1_Energi
[      6 135 254.00  SEK]",SE,,coordinating,2021,2026
P2021-002251_Energi,Undersökningar av atomära processer hos batteriers gränsskikt med nya metoder,Investigation of atomic precesses at interphases in batteries using new methodology,6135254,2021-07-15,2026-06-30,Uppsala University,Statens energimyndighet,"Investigation of atomic precesses at interphases in batteries using new methodology
P2021-002251_Energi","Investigation of atomic precesses at interphases in batteries using new methodology
P2021-002251_Energi
Funding:      6 135 254.00  SEK
2021-07-15  -  2026-06-30","Investigation of atomic precesses at interphases in batteries using new methodology
P2021-002251_Energi
[      6 135 254.00  SEK]",SE,,coordinating,2021,2026
P52008-1_Energi,Direkt återvinning av batterikatoder via en hållbar strategi med lågt klimatavtryck,Direct recycling of battery cathodes via a sustainable low-carbon approach,5399832,2021-05-17,2026-06-30,Uppsala University,Statens energimyndighet,"Direct recycling of battery cathodes via a sustainable low-carbon approach
P52008-1_Energi","Direct recycling of battery cathodes via a sustainable low-carbon approach
P52008-1_Energi
Funding:      5 399 832.00  SEK
2021-05-17  -  2026-06-30","Direct recycling of battery cathodes via a sustainable low-carbon approach
P52008-1_Energi
[      5 399 832.00  SEK]",SE,,coordinating,2021,2026
20365084_PSC_TVV,forskarskolan PROFS 2 del2,,6985060,2021-10-01,2026-12-31,Luleå University of Technology,Swedish Agency for Economic and Regional Growth,"forskarskolan PROFS 2 del2
20365084_PSC_TVV","forskarskolan PROFS 2 del2
20365084_PSC_TVV
Funding:      6 985 060.00  SEK
2021-10-01  -  2026-12-31","forskarskolan PROFS 2 del2
20365084_PSC_TVV
[      6 985 060.00  SEK]",SE,,coordinating,2021,2026
20337891_PSC_TVV,Regional testbädd,,6011858,2021-09-01,2026-02-28,REGION ÖREBRO LÄN,Swedish Agency for Economic and Regional Growth,"Regional testbädd
20337891_PSC_TVV","Regional testbädd
20337891_PSC_TVV
Funding:      6 011 858.00  SEK
2021-09-01  -  2026-02-28","Regional testbädd
20337891_PSC_TVV
[      6 011 858.00  SEK]",SE,,coordinating,2021,2026
20304066_PSC_TVV,Etablering av kastpool i Blekinge.,,1000000,2021-04-19,2026-06-30,SVENSKA CASTINGFÖRBUNDET,Swedish Agency for Economic and Regional Growth,"Etablering av kastpool i Blekinge.
20304066_PSC_TVV","Etablering av kastpool i Blekinge.
20304066_PSC_TVV
Funding:      1 000 000.00  SEK
2021-04-19  -  2026-06-30","Etablering av kastpool i Blekinge.
20304066_PSC_TVV
[      1 000 000.00  SEK]",SE,,coordinating,2021,2026
P2021-90002_Energi,Membran för flödesbatterier med Mn-jonelektrolyt,Membrane for redox flow battery with Mn-ion electrolyte,1506167,2021-09-01,2026-03-31,"KTH, Royal Institute of Technology",Swedish Energy Agency,"Membrane for redox flow battery with Mn-ion electrolyte
P2021-90002_Energi","Membrane for redox flow battery with Mn-ion electrolyte
P2021-90002_Energi
Funding:      1 506 167.00  SEK
2021-09-01  -  2026-03-31","Membrane for redox flow battery with Mn-ion electrolyte
P2021-90002_Energi
[      1 506 167.00  SEK]",SE,,coordinating,2021,2026
P2020-90121_Energi,Framtiden för evenemang- och mötesindustrin i ett transporteffektivt samhälle efter COVID-19,The future of the event and meeting industry in a transport-efficient society after COVID-19,5664773,2021-11-01,2026-04-30,Linköping University,Swedish Energy Agency,"The future of the event and meeting industry in a transport-efficient society after COVID-19
P2020-90121_Energi","The future of the event and meeting industry in a transport-efficient society after COVID-19
P2020-90121_Energi
Funding:      5 664 773.00  SEK
2021-11-01  -  2026-04-30","The future of the event and meeting industry in a transport-efficient society after COVID-19
P2020-90121_Energi
[      5 664 773.00  SEK]",SE,,coordinating,2021,2026
P2021-90278_Energi,Energi- och resurseffektiva produktionsprocesser för hållbara ytbeläggningsmaterial,Energy- and resource-efficient production processes for sustainable coating materials,4995600,2021-12-01,2026-12-31,Linköping University,Swedish Energy Agency,"Energy- and resource-efficient production processes for sustainable coating materials
P2021-90278_Energi","Energy- and resource-efficient production processes for sustainable coating materials
P2021-90278_Energi
Funding:      4 995 600.00  SEK
2021-12-01  -  2026-12-31","Energy- and resource-efficient production processes for sustainable coating materials
P2021-90278_Energi
[      4 995 600.00  SEK]",SE,,coordinating,2021,2026
P2021-90280_Energi,Energieffektivisering av glassmältning med ultraljudsluttring,Increasing the energy efficiency of glass melting with ultrasonic fining,3158986,2021-12-01,2026-12-22,RISE affiliated,Swedish Energy Agency,"Increasing the energy efficiency of glass melting with ultrasonic fining
P2021-90280_Energi","Increasing the energy efficiency of glass melting with ultrasonic fining
P2021-90280_Energi
Funding:      3 158 986.00  SEK
2021-12-01  -  2026-12-22","Increasing the energy efficiency of glass melting with ultrasonic fining
P2021-90280_Energi
[      3 158 986.00  SEK]",SE,,coordinating,2021,2026
P2020-90061_Energi,Nästa generation systemtjänster från ett hybrid BESS/hydro-system,Next generation systemservices from a hybrid BESS/hydro-system,6105000,2021-01-01,2026-11-30,Skellefteå Kraft AB,Swedish Energy Agency,"Next generation systemservices from a hybrid BESS/hydro-system
P2020-90061_Energi","Next generation systemservices from a hybrid BESS/hydro-system
P2020-90061_Energi
Funding:      6 105 000.00  SEK
2021-01-01  -  2026-11-30","Next generation systemservices from a hybrid BESS/hydro-system
P2020-90061_Energi
[      6 105 000.00  SEK]",SE,,coordinating,2021,2026
P2021-90225_Energi,Undersökningar av atomära processer hos batteriers gränsskikt med nya metoder,Investigation of atomic precesses at interphases in batteries using new methodology,954037,2021-07-15,2026-06-30,Uppsala University,Swedish Energy Agency,"Investigation of atomic precesses at interphases in batteries using new methodology
P2021-90225_Energi","Investigation of atomic precesses at interphases in batteries using new methodology
P2021-90225_Energi
Funding:        954 037.00  SEK
2021-07-15  -  2026-06-30","Investigation of atomic precesses at interphases in batteries using new methodology
P2021-90225_Energi
[        954 037.00  SEK]",SE,,coordinating,2021,2026
2019-00208_VR,Hantering av driftsmedel för Onsala Rymdobservatorium.,The Swedish contribution to the construction and operation of the Square Kilometre Array (SKA) radio telescope,195000000,2021-01-01,2026-12-31,Chalmers University of Technology,Swedish Research Council,"The Swedish contribution to the construction and operation of the Square Kilometre Array (SKA) radio telescope
2019-00208_VR","The Swedish contribution to the construction and operation of the Square Kilometre Array (SKA) radio telescope
2019-00208_VR
Funding:    195 000 000.00  SEK
2021-01-01  -  2026-12-31","The Swedish contribution to the construction and operation of the Square Kilometre Array (SKA) radio telescope
2019-00208_VR
[    195 000 000.00  SEK]",SE,,coordinating,2021,2026
2021-00549_VR,CuEEd-LL: Forskarskolan för kulturellt möjliggörande undervisning genom språk och litteratur,"The national research school for Cultural Empowering Education through Language and Literature, CuEEd-LL",38500000,2021-07-01,2026-06-30,Jönköping University,Swedish Research Council,"The national research school for Cultural Empowering Education through Language and Literature, CuEEd-LL
2021-00549_VR","The national research school for Cultural Empowering Education through Language and Literature, CuEEd-LL
2021-00549_VR
Funding:     38 500 000.00  SEK
2021-07-01  -  2026-06-30","The national research school for Cultural Empowering Education through Language and Literature, CuEEd-LL
2021-00549_VR
[     38 500 000.00  SEK]",SE,,coordinating,2021,2026
2021-00535_VR,Pedagogiska insatser för särskilt begåvade elever i inkluderande utbildningssystem: Forskarskola om pedagogik och särskild begåvning för lärarutbildare,Educational provisions for gifted/highly able students in inclusive educational systems: Gifted education doctoral programme for teacher educators,39500000,2021-07-01,2026-06-30,Karlstad University,Swedish Research Council,"Educational provisions for gifted/highly able students in inclusive educational systems: Gifted education doctoral programme for teacher educators
2021-00535_VR","Educational provisions for gifted/highly able students in inclusive educational systems: Gifted education doctoral programme for teacher educators
2021-00535_VR
Funding:     39 500 000.00  SEK
2021-07-01  -  2026-06-30","Educational provisions for gifted/highly able students in inclusive educational systems: Gifted education doctoral programme for teacher educators
2021-00535_VR
[     39 500 000.00  SEK]",SE,,coordinating,2021,2026
2020-00253_VR,Uppkomst av könscellstumörer och epigenetiskt arv vid sjukdom från ett programmeringsperspektiv under könscellsutvecklingen,A programming perspective of the germline cycle on origin of germ cell tumors and epigenetic inheritance of diseases,9800000,2021-01-01,2026-12-31,Karolinska institutet,Swedish Research Council,"A programming perspective of the germline cycle on origin of germ cell tumors and epigenetic inheritance of diseases
2020-00253_VR","A programming perspective of the germline cycle on origin of germ cell tumors and epigenetic inheritance of diseases
2020-00253_VR
Funding:      9 800 000.00  SEK
2021-01-01  -  2026-12-31","A programming perspective of the germline cycle on origin of germ cell tumors and epigenetic inheritance of diseases
2020-00253_VR
[      9 800 000.00  SEK]",SE,,coordinating,2021,2026
2021-01233_VR,B cells riktad behandling för autoimmuna sjukdomar,Targeting B cell activation in autoimmune diseases,9800000,2021-12-01,2026-11-30,Karolinska institutet,Swedish Research Council,"Targeting B cell activation in autoimmune diseases
2021-01233_VR","Targeting B cell activation in autoimmune diseases
2021-01233_VR
Funding:      9 800 000.00  SEK
2021-12-01  -  2026-11-30","Targeting B cell activation in autoimmune diseases
2021-01233_VR
[      9 800 000.00  SEK]",SE,,coordinating,2021,2026
2021-01926_VR,Nya immunterapier för neurodegenerativa sjukdomar,Novel immunotherapies for neurodegenerative diseases,9800000,2021-12-01,2026-11-30,Karolinska institutet,Swedish Research Council,"Novel immunotherapies for neurodegenerative diseases
2021-01926_VR","Novel immunotherapies for neurodegenerative diseases
2021-01926_VR
Funding:      9 800 000.00  SEK
2021-12-01  -  2026-11-30","Novel immunotherapies for neurodegenerative diseases
2021-01926_VR
[      9 800 000.00  SEK]",SE,,coordinating,2021,2026
2021-02503_VR,Molekylär patogenes vid kongenitalt hjärtblock,Dissecting the pathogenic mechanism in congenital heart block,9800000,2021-12-01,2026-11-30,Karolinska institutet,Swedish Research Council,"Dissecting the pathogenic mechanism in congenital heart block
2021-02503_VR","Dissecting the pathogenic mechanism in congenital heart block
2021-02503_VR
Funding:      9 800 000.00  SEK
2021-12-01  -  2026-11-30","Dissecting the pathogenic mechanism in congenital heart block
2021-02503_VR
[      9 800 000.00  SEK]",SE,,coordinating,2021,2026
2020-00243_VR,"Samspelet mellan tarm, njure och hjärt-kärlsystemet- betydelsen av mikrobiomet",The microbiome in the gut-kidney-cardiovascular axis,8400000,2021-01-01,2026-12-31,Karolinska institutet,Swedish Research Council,"The microbiome in the gut-kidney-cardiovascular axis
2020-00243_VR","The microbiome in the gut-kidney-cardiovascular axis
2020-00243_VR
Funding:      8 400 000.00  SEK
2021-01-01  -  2026-12-31","The microbiome in the gut-kidney-cardiovascular axis
2020-00243_VR
[      8 400 000.00  SEK]",SE,,coordinating,2021,2026
2020-00692_VR,Artificiell intelligens och genomisk profilering för att förbättra prognostik och behandlingsval för män med prostatacancer,Improved prostate cancer prognostication and treatment selection using artificial intelligence and genomic profiling,6600000,2021-01-01,2026-12-31,Karolinska institutet,Swedish Research Council,"Improved prostate cancer prognostication and treatment selection using artificial intelligence and genomic profiling
2020-00692_VR","Improved prostate cancer prognostication and treatment selection using artificial intelligence and genomic profiling
2020-00692_VR
Funding:      6 600 000.00  SEK
2021-01-01  -  2026-12-31","Improved prostate cancer prognostication and treatment selection using artificial intelligence and genomic profiling
2020-00692_VR
[      6 600 000.00  SEK]",SE,,coordinating,2021,2026
2020-00214_VR,Topologiska nanotrådar: från grundläggande kunskap till tillämpningar,Topological nanowires: from fundamentals to application,9600000,2021-01-01,2026-12-31,"KTH, Royal Institute of Technology",Swedish Research Council,"Topological nanowires: from fundamentals to application
2020-00214_VR","Topological nanowires: from fundamentals to application
2020-00214_VR
Funding:      9 600 000.00  SEK
2021-01-01  -  2026-12-31","Topological nanowires: from fundamentals to application
2020-00214_VR
[      9 600 000.00  SEK]",SE,,coordinating,2021,2026
2021-00526_VR,Forskarskola i vuxnas lärande,Doctoral school in adult learning,39500000,2021-07-01,2026-06-30,Linköping University,Swedish Research Council,"Doctoral school in adult learning
2021-00526_VR","Doctoral school in adult learning
2021-00526_VR
Funding:     39 500 000.00  SEK
2021-07-01  -  2026-06-30","Doctoral school in adult learning
2021-00526_VR
[     39 500 000.00  SEK]",SE,,coordinating,2021,2026
2020-03088_VR,Kombinera satelliter och artificiell intelligens för att mäta fattigdom mellan 1982-2020 och använda dessa data för att förklara effekterna av Världsbankens och Kinesiska utvecklingsprogram i Afrika,"Combining satellite images and artificial intelligence to measure poverty in 1982-2020, and use these data to explaining the effects of World Bank and Chinese development programs in Africa",12239000,2021-01-01,2026-12-31,Linköping University,Swedish Research Council,"Combining satellite images and artificial intelligence to measure poverty in 1982-2020, and use these data to explaining the effects of World Bank and Chinese development programs in Africa
2020-03088_VR","Combining satellite images and artificial intelligence to measure poverty in 1982-2020, and use these data to explaining the effects of World Bank and Chinese development programs in Africa
2020-03088_VR
Funding:     12 239 000.00  SEK
2021-01-01  -  2026-12-31","Combining satellite images and artificial intelligence to measure poverty in 1982-2020, and use these data to explaining the effects of World Bank and Chinese development programs in Africa
2020-03088_VR
[     12 239 000.00  SEK]",SE,,coordinating,2021,2026
2021-02379_VR,Molekylär analys av tumörcellers effekt på normal blodbildning vid leukemi.,Molecular analysis of leukemia mediated alternations in normal blood cell development .,9800000,2021-12-01,2026-11-30,Linköping University,Swedish Research Council,"Molecular analysis of leukemia mediated alternations in normal blood cell development .
2021-02379_VR","Molecular analysis of leukemia mediated alternations in normal blood cell development .
2021-02379_VR
Funding:      9 800 000.00  SEK
2021-12-01  -  2026-11-30","Molecular analysis of leukemia mediated alternations in normal blood cell development .
2021-02379_VR
[      9 800 000.00  SEK]",SE,,coordinating,2021,2026
2020-03796_VR,Kolonial expansion och interkulturell diplomati: Internationella fördrag och förhandlingar i Sydostasien (ca 1750−1920),"Imperial Expansion and Intercultural Diplomacy: Treaty-making in Southeast Asia, c.1750−1920",16431000,2021-01-01,2026-12-31,Linnaeus University,Swedish Research Council,"Imperial Expansion and Intercultural Diplomacy: Treaty-making in Southeast Asia, c.1750−1920
2020-03796_VR","Imperial Expansion and Intercultural Diplomacy: Treaty-making in Southeast Asia, c.1750−1920
2020-03796_VR
Funding:     16 431 000.00  SEK
2021-01-01  -  2026-12-31","Imperial Expansion and Intercultural Diplomacy: Treaty-making in Southeast Asia, c.1750−1920
2020-03796_VR
[     16 431 000.00  SEK]",SE,,coordinating,2021,2026
2020-04164_VR,"En etnografisk studie av antifeminismer: idéer, identiteter och politiska praktiker i Norden","An ethnographic exploration of anti-genderism: ideas, identities and political practices in the Nordic region",17970000,2021-01-01,2026-12-31,Lund University,Swedish Research Council,"An ethnographic exploration of anti-genderism: ideas, identities and political practices in the Nordic region
2020-04164_VR","An ethnographic exploration of anti-genderism: ideas, identities and political practices in the Nordic region
2020-04164_VR
Funding:     17 970 000.00  SEK
2021-01-01  -  2026-12-31","An ethnographic exploration of anti-genderism: ideas, identities and political practices in the Nordic region
2020-04164_VR
[     17 970 000.00  SEK]",SE,,coordinating,2021,2026
2020-00440_VR,Från vattenvågor till fusion - matematisk analys av stationär ideal strömning,From water waves to fusion - mathematical analysis of steady ideal flows,12000000,2021-01-01,2026-12-31,Lund University,Swedish Research Council,"From water waves to fusion - mathematical analysis of steady ideal flows
2020-00440_VR","From water waves to fusion - mathematical analysis of steady ideal flows
2020-00440_VR
Funding:     12 000 000.00  SEK
2021-01-01  -  2026-12-31","From water waves to fusion - mathematical analysis of steady ideal flows
2020-00440_VR
[     12 000 000.00  SEK]",SE,,coordinating,2021,2026
2020-01428_VR,"Inflammatoriska och dopaminerga mekanismer vid ""anhedonisk depression"" - implikationer för precisionspsykiatri","“Anhedonic depression” as a novel, mechanism-based subtype of depression -- Treatment implications for precision psychiatry",11100000,2021-01-01,2026-12-31,Lund University,Swedish Research Council,"“Anhedonic depression” as a novel, mechanism-based subtype of depression -- Treatment implications for precision psychiatry
2020-01428_VR","“Anhedonic depression” as a novel, mechanism-based subtype of depression -- Treatment implications for precision psychiatry
2020-01428_VR
Funding:     11 100 000.00  SEK
2021-01-01  -  2026-12-31","“Anhedonic depression” as a novel, mechanism-based subtype of depression -- Treatment implications for precision psychiatry
2020-01428_VR
[     11 100 000.00  SEK]",SE,,coordinating,2021,2026
2020-00615_VR,Inducering av antigenpresentation genom riktad omprogrammering av tumörceller,Inducing antigen presentation in tumor cells with direct cell reprogramming,9800000,2021-01-01,2026-12-31,Lund University,Swedish Research Council,"Inducing antigen presentation in tumor cells with direct cell reprogramming
2020-00615_VR","Inducing antigen presentation in tumor cells with direct cell reprogramming
2020-00615_VR
Funding:      9 800 000.00  SEK
2021-01-01  -  2026-12-31","Inducing antigen presentation in tumor cells with direct cell reprogramming
2020-00615_VR
[      9 800 000.00  SEK]",SE,,coordinating,2021,2026
2021-01146_VR,Ribosomen i nöd: räddningspersonal,The ribosome in distress: the rescue crew,7200000,2021-12-01,2026-11-30,Lund University,Swedish Research Council,"The ribosome in distress: the rescue crew
2021-01146_VR","The ribosome in distress: the rescue crew
2021-01146_VR
Funding:      7 200 000.00  SEK
2021-12-01  -  2026-11-30","The ribosome in distress: the rescue crew
2021-01146_VR
[      7 200 000.00  SEK]",SE,,coordinating,2021,2026
2020-02002_VR,Inflammatorisk tarmsjukdom och cancerrisk - ett rörligt mål i en era av nya immunmodulerande terapier,Inflammatory bowel disease and risk of cancer - a moving target in an age of new targeted therapies,11100000,2021-01-01,2026-12-31,Stockholm county council,Swedish Research Council,"Inflammatory bowel disease and risk of cancer - a moving target in an age of new targeted therapies
2020-02002_VR","Inflammatory bowel disease and risk of cancer - a moving target in an age of new targeted therapies
2020-02002_VR
Funding:     11 100 000.00  SEK
2021-01-01  -  2026-12-31","Inflammatory bowel disease and risk of cancer - a moving target in an age of new targeted therapies
2020-02002_VR
[     11 100 000.00  SEK]",SE,,coordinating,2021,2026
2020-02445_VR,"Cancer vid reumatisk systemsjukdom- förekomst, genetik, prediktion och konsekvenser","Cancer in systemic rheumatic diseases- occurrence, genetics, prediction and consequences",11100000,2021-01-01,2026-12-31,Stockholm county council,Swedish Research Council,"Cancer in systemic rheumatic diseases- occurrence, genetics, prediction and consequences
2020-02445_VR","Cancer in systemic rheumatic diseases- occurrence, genetics, prediction and consequences
2020-02445_VR
Funding:     11 100 000.00  SEK
2021-01-01  -  2026-12-31","Cancer in systemic rheumatic diseases- occurrence, genetics, prediction and consequences
2020-02445_VR
[     11 100 000.00  SEK]",SE,,coordinating,2021,2026
2021-00534_VR,"Forskarskola REMATH: Forskning på, om och med praktikbaserat matematiklärarutbildning",Graduate School REMATH: Researching Practice-Based Mathematics Teacher Education,39618000,2021-07-01,2026-06-30,Stockholm University,Swedish Research Council,"Graduate School REMATH: Researching Practice-Based Mathematics Teacher Education
2021-00534_VR","Graduate School REMATH: Researching Practice-Based Mathematics Teacher Education
2021-00534_VR
Funding:     39 618 000.00  SEK
2021-07-01  -  2026-06-30","Graduate School REMATH: Researching Practice-Based Mathematics Teacher Education
2021-00534_VR
[     39 618 000.00  SEK]",SE,,coordinating,2021,2026
2021-00537_VR,Att göra matematik och naturvetenskap relevant  –  en ämnesdidaktisk forskarskola för lärarutbildare,Relevancing mathematics and science education: A graduate school  for teacher educators (RelMaS2),39500000,2021-07-01,2026-06-30,Stockholm University,Swedish Research Council,"Relevancing mathematics and science education: A graduate school  for teacher educators (RelMaS2)
2021-00537_VR","Relevancing mathematics and science education: A graduate school  for teacher educators (RelMaS2)
2021-00537_VR
Funding:     39 500 000.00  SEK
2021-07-01  -  2026-06-30","Relevancing mathematics and science education: A graduate school  for teacher educators (RelMaS2)
2021-00537_VR
[     39 500 000.00  SEK]",SE,,coordinating,2021,2026
2020-04650_VR,Utveckling relaterad till familj och barndom: en nationellt representativ longitudinell kohortstudie i ett utvecklingsland,Family and Childhood Development: A nationally representative longitudinal cohort study in a developing country setting,17668000,2021-01-01,2026-12-31,Stockholm University,Swedish Research Council,"Family and Childhood Development: A nationally representative longitudinal cohort study in a developing country setting
2020-04650_VR","Family and Childhood Development: A nationally representative longitudinal cohort study in a developing country setting
2020-04650_VR
Funding:     17 668 000.00  SEK
2021-01-01  -  2026-12-31","Family and Childhood Development: A nationally representative longitudinal cohort study in a developing country setting
2020-04650_VR
[     17 668 000.00  SEK]",SE,,coordinating,2021,2026
2020-03588_VR,Att mäta nationers välstånd. En studie av långsiktig ekonomisk tillväxt med hjälp av historiska flygbilder,A new approach to measuring the wealth of nations: understanding long-run economic growth using historical aerial photographs,17668000,2021-01-01,2026-12-31,Stockholm University,Swedish Research Council,"A new approach to measuring the wealth of nations: understanding long-run economic growth using historical aerial photographs
2020-03588_VR","A new approach to measuring the wealth of nations: understanding long-run economic growth using historical aerial photographs
2020-03588_VR
Funding:     17 668 000.00  SEK
2021-01-01  -  2026-12-31","A new approach to measuring the wealth of nations: understanding long-run economic growth using historical aerial photographs
2020-03588_VR
[     17 668 000.00  SEK]",SE,,coordinating,2021,2026
2020-04808_VR,Norra Skandinaviens Pionjärer,Pioneers of northern Scandinavia,13702000,2021-01-01,2026-12-31,Stockholm University,Swedish Research Council,"Pioneers of northern Scandinavia
2020-04808_VR","Pioneers of northern Scandinavia
2020-04808_VR
Funding:     13 702 000.00  SEK
2021-01-01  -  2026-12-31","Pioneers of northern Scandinavia
2020-04808_VR
[     13 702 000.00  SEK]",SE,,coordinating,2021,2026
2021-00520_VR,Hållbar daglig rörelse i förskolor och skolor,Sustainable Movement Education,38745000,2021-07-01,2026-06-30,Swedish School of Sport and Health Sciences,Swedish Research Council,"Sustainable Movement Education
2021-00520_VR","Sustainable Movement Education
2021-00520_VR
Funding:     38 745 000.00  SEK
2021-07-01  -  2026-06-30","Sustainable Movement Education
2021-00520_VR
[     38 745 000.00  SEK]",SE,,coordinating,2021,2026
2020-04973_VR,Kan lagar skydda naturen?,Can laws save the natural world?,16491000,2021-01-01,2026-12-31,Swedish University of Agricultural Sciences,Swedish Research Council,"Can laws save the natural world?
2020-04973_VR","Can laws save the natural world?
2020-04973_VR
Funding:     16 491 000.00  SEK
2021-01-01  -  2026-12-31","Can laws save the natural world?
2020-04973_VR
[     16 491 000.00  SEK]",SE,,coordinating,2021,2026
2021-00528_VR,"Finna vägar i en tid av stora framtidsutmaningar (FinnFram) - Forskarskola inriktad på karriärlärande, karriärvägledning och övergångar mellan skola, fortsatt utbildning och arbete","To find paths in a time of future challanges (FindPath) - Graduate school focused on career learning, career guidance and transitions between school, further education and work",39500000,2021-07-01,2026-06-30,Umeå University,Swedish Research Council,"To find paths in a time of future challanges (FindPath) - Graduate school focused on career learning, career guidance and transitions between school, further education and work
2021-00528_VR","To find paths in a time of future challanges (FindPath) - Graduate school focused on career learning, career guidance and transitions between school, further education and work
2021-00528_VR
Funding:     39 500 000.00  SEK
2021-07-01  -  2026-06-30","To find paths in a time of future challanges (FindPath) - Graduate school focused on career learning, career guidance and transitions between school, further education and work
2021-00528_VR
[     39 500 000.00  SEK]",SE,,coordinating,2021,2026
